FoldHoldOut,Metric,Value,LB,UB,N_subject,N_row
stan,CIndex,0.7835641134849745,0.7054138685215419,0.8504957895932093,433.0,60891.0
bch,CIndex,0.8569692222842213,0.7491014960202609,0.9305335615595673,319.0,19841.0
bidmc,CIndex,0.6943193133145378,0.6111616392528526,0.7709715024492197,3967.0,135699.0
emory,CIndex,0.6474865379819222,0.5149736990435902,0.7557329414348287,282.0,32391.0
mgb,CIndex,0.6940247735079158,0.5476326703722405,0.8262807280081721,4006.0,432341.0
